Case ID_Prev0,Activity_Prev0,Resource_Prev0,Complete Timestamp_Prev0,(case) IDofConceptCase_Prev0,(case) Includes_subCases_Prev0,(case) Responsible_actor_Prev0,(case) SUMleges_Prev0,(case) caseProcedure_Prev0,(case) caseStatus_Prev0,(case) case_type_Prev0,(case) landRegisterID_Prev0,(case) last_phase_Prev0,(case) parts_Prev0,(case) requestComplete_Prev0,(case) termName_Prev0,action_code_Prev0,activityNameEN_Prev0,activityNameNL_Prev0,concept:name_Prev0,dateFinished_Prev0,dateStop_Prev0,dueDate_Prev0,lifecycle:transition_Prev0,monitoringResource_Prev0,planned_Prev0,question_Prev0,Case ID,Activity,Resource,Complete Timestamp,(case) IDofConceptCase,(case) Includes_subCases,(case) Responsible_actor,(case) SUMleges,(case) caseProcedure,(case) caseStatus,(case) case_type,(case) landRegisterID,(case) last_phase,(case) parts,(case) requestComplete,(case) termName,action_code,activityNameEN,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
0,135,16,18688,0,2,9,110,2,1,0,140,6,36,1,1,135,198,235,135,1767,2,3340,0,19,32107,400,0,137,16,18688,0,2,9,110,2,1,0,140,6,36,1,1,137,52,41,137,1767,2,3340,0,19,32108,417
572,138,5,7288,349,0,6,376,2,0,0,46,23,18,1,1,138,272,32,138,3814,2,3340,0,2,10683,409,572,139,5,7329,349,0,6,376,2,0,0,46,23,18,1,1,139,95,186,139,3814,2,3340,0,2,10684,409
306,87,5,12254,209,0,9,91,2,1,0,140,23,4,1,1,87,17,161,87,1091,2,3340,0,19,2980,409,306,88,5,12255,209,0,9,91,2,1,0,140,23,4,1,1,88,149,126,88,1091,2,3340,0,12,38879,409
855,142,14,4077,550,0,6,238,2,0,0,140,6,79,1,1,142,94,184,142,2996,2,3340,0,12,38879,409,855,143,14,4077,550,0,6,238,2,0,0,140,6,79,1,1,143,160,129,143,2996,2,3340,0,12,38879,409
1012,25,16,16106,671,0,6,58,2,0,0,140,6,4,1,1,25,200,229,25,1645,2,2573,0,19,22647,409,1012,26,16,16421,671,0,6,58,2,0,0,140,6,4,1,1,26,3,5,26,1645,2,3340,0,2,22653,411
687,96,7,16368,417,0,6,53,2,0,0,50,7,4,1,2,96,16,59,96,1633,2,3340,0,4,14321,411,687,115,7,16369,417,0,6,53,2,0,0,50,7,4,1,2,115,18,267,115,1633,2,3340,0,4,14322,411
177,139,12,8811,135,2,11,207,2,1,0,27,6,52,1,1,139,95,186,139,315,2,3340,0,14,38107,409,177,140,12,1693,135,2,11,207,2,1,0,27,6,52,1,1,140,241,174,140,315,2,3340,0,14,38108,409
240,147,14,1153,166,0,9,258,2,1,0,140,23,0,1,13,147,119,158,147,260,2,3340,0,20,1355,409,240,148,14,8735,166,0,9,258,2,1,0,140,23,0,1,13,148,83,248,148,260,2,3340,0,20,1356,409
944,30,7,9781,620,0,6,201,2,0,0,140,6,4,1,1,30,91,193,30,873,2,3340,0,4,19851,409,944,35,12,9783,620,0,6,201,2,0,0,140,6,4,1,1,35,239,7,35,453,2,3340,0,4,19852,409
300,191,12,22758,203,1,18,613,1,0,0,140,23,65,1,13,191,179,152,191,2770,2,3340,0,11,3054,411,300,196,12,22760,203,1,18,613,1,0,0,140,23,65,1,13,196,271,40,196,2770,2,3340,0,11,3058,411
530,63,7,23568,810,0,9,320,2,1,0,140,23,82,1,7,63,152,121,63,2900,2,3340,0,12,38879,409,530,68,7,23568,810,0,9,320,2,1,0,140,23,82,1,7,68,219,82,68,2900,2,3340,0,4,8696,411
161,25,16,7137,120,2,16,200,2,1,0,20,6,52,1,1,25,200,229,25,55,2,3267,0,19,37411,409,161,26,16,2168,120,2,16,200,2,1,0,20,6,52,1,1,26,3,5,26,55,2,3340,0,8,37423,411
625,185,12,793,377,0,7,613,1,0,0,31,8,65,0,1,185,205,254,185,1925,2,3340,0,11,10741,411,625,187,12,794,377,0,7,613,1,0,0,31,8,65,0,1,187,0,2,187,1925,2,3340,0,11,10742,411
907,125,5,336,591,0,6,164,2,0,0,140,6,4,1,1,125,156,135,125,135,2,3340,0,2,19261,409,907,126,5,337,591,0,6,164,2,0,0,140,6,4,1,1,126,49,104,126,135,2,3340,0,2,19261,411
847,144,14,6810,542,0,6,248,2,0,0,140,6,72,1,1,144,60,91,144,3637,2,3340,0,17,18736,409,847,146,14,6174,542,0,6,248,2,0,0,140,6,72,1,1,146,46,225,146,3637,2,3340,0,17,18737,411
1023,138,14,22800,679,0,9,151,2,1,0,140,6,4,1,1,138,272,32,138,2778,2,3340,0,17,25587,409,1023,139,14,22802,679,0,9,151,2,1,0,140,6,4,1,1,139,95,186,139,2778,2,3340,0,17,25588,409
236,27,14,3463,810,0,6,491,2,0,0,140,23,10,1,13,27,151,120,27,3170,2,3340,0,12,38879,409,236,28,14,3463,810,0,6,491,2,0,0,140,23,10,1,13,28,190,209,28,3170,2,123,0,20,430,411
826,113,12,6160,525,0,6,613,2,0,0,140,24,65,1,13,113,163,142,113,595,2,3340,0,11,18722,409,826,115,9,8697,525,0,6,613,2,0,0,140,24,65,1,13,115,18,267,115,595,2,3340,0,11,19987,411
271,37,17,516,810,0,17,613,2,1,0,140,16,4,1,13,37,221,221,37,158,2,3340,0,20,1171,409,271,38,17,508,810,0,17,613,2,1,0,140,16,4,1,13,38,104,198,38,158,2,3340,0,20,1172,409
538,27,12,23674,810,0,6,524,1,0,0,140,23,86,0,1,27,151,120,27,2907,2,3340,0,9,38879,409,538,28,12,23675,810,0,6,524,1,0,0,140,23,86,0,1,28,214,272,28,2907,2,3340,0,14,38879,417
1135,75,5,1033,810,0,9,292,2,1,0,140,8,4,1,13,75,281,55,75,242,2,3340,0,2,28555,409,1135,76,5,1033,810,0,9,292,2,1,0,140,8,4,1,13,76,22,107,76,242,2,3340,0,2,28556,409
954,143,14,14190,626,0,9,79,2,1,0,140,6,44,0,1,143,160,129,143,1392,2,3340,0,17,21990,409,954,146,14,14191,626,0,9,79,2,1,0,140,6,44,0,1,146,46,225,146,1392,2,3340,0,17,21990,411
847,99,7,2464,542,0,6,248,2,0,0,140,6,72,1,1,99,118,157,99,3012,2,3340,0,4,17301,409,847,100,7,2465,542,0,6,248,2,0,0,140,6,72,1,1,100,157,136,100,3012,2,3340,0,17,38879,409
71,47,5,23096,51,2,16,485,2,1,0,100,6,4,1,1,47,47,109,47,2819,2,3340,0,2,34369,411,71,55,5,23096,51,2,16,485,2,1,0,100,6,4,1,1,55,180,219,55,2819,2,3340,0,2,34433,411
535,81,15,2759,810,0,6,154,2,0,0,140,23,44,1,1,81,180,219,81,3067,2,3340,0,18,38879,411,535,87,15,2761,810,0,6,154,2,0,0,140,23,44,1,1,87,17,161,87,3068,2,3340,0,18,9006,409
140,35,22,6257,810,2,16,429,2,1,0,140,6,4,1,1,35,239,7,35,3660,2,3340,0,2,36896,409,140,36,22,6257,810,2,16,429,2,1,0,140,6,4,1,1,36,45,220,36,3660,2,3340,0,2,36897,411
614,89,5,1274,810,0,6,139,2,0,0,140,23,4,1,1,89,123,282,89,276,2,3340,0,2,11297,411,614,96,5,1275,810,0,6,139,2,0,0,140,23,4,1,1,96,16,59,96,276,2,3340,0,2,11298,411
169,142,16,12013,128,2,16,226,2,1,0,140,6,4,1,1,142,94,184,142,721,2,3340,0,19,38859,409,169,143,16,12013,128,2,16,226,2,1,0,140,6,4,1,1,143,160,129,143,721,2,3340,0,19,38859,409
938,135,14,10579,615,0,6,0,2,0,0,140,6,4,1,1,135,198,235,135,870,2,3340,0,17,20794,400,938,137,14,10580,615,0,6,0,2,0,0,140,6,4,1,1,137,52,41,137,870,2,3340,0,17,20795,417
1178,131,14,17527,796,2,16,338,2,1,0,136,6,13,1,1,131,162,131,131,1850,2,3340,0,17,32306,409,1178,135,14,17527,796,2,16,338,2,1,0,136,6,13,1,1,135,198,235,135,1850,2,3340,0,17,32307,400
290,135,14,13629,194,0,6,215,2,0,0,140,23,4,1,13,135,198,235,135,1336,2,3340,0,20,3877,400,290,138,14,13630,194,0,6,215,2,0,0,140,23,4,1,13,138,272,32,138,1336,2,3340,0,20,3878,409
1095,88,9,635,731,0,6,613,2,0,0,140,24,58,0,13,88,149,126,88,176,2,3340,0,11,28494,409,1095,89,9,635,731,0,6,613,2,0,0,140,24,58,0,13,89,123,282,89,176,2,3340,0,11,28494,411
1122,248,5,9517,753,0,6,465,2,0,0,140,8,4,0,13,248,206,26,248,407,2,3340,0,2,28812,417,1122,249,5,301,753,0,6,465,2,0,0,140,8,4,0,13,249,268,261,249,128,2,3340,0,2,28342,400
606,251,7,208,810,0,6,283,2,0,0,140,23,4,0,1,251,213,218,251,114,2,3340,0,4,10943,409,606,252,7,208,810,0,6,283,2,0,0,140,23,4,0,1,252,107,197,252,114,2,3340,0,4,10944,409
1006,29,12,16106,665,0,6,166,2,0,0,140,6,4,1,1,29,214,272,29,1604,2,3340,0,2,22464,409,1006,30,5,16107,665,0,6,166,2,0,0,140,6,4,1,1,30,91,193,30,1957,2,3340,0,2,22466,409
26,68,5,2642,18,2,16,29,2,1,0,140,6,25,0,1,68,219,82,68,3038,2,3340,0,2,35292,411,26,74,5,2642,18,2,16,29,2,1,0,140,6,25,0,1,74,48,106,74,3038,2,3340,0,2,35293,417
971,121,18,18586,810,0,9,48,1,1,0,140,24,31,1,13,121,120,154,121,2015,2,3340,0,21,32741,409,971,122,18,19059,810,0,9,48,1,1,0,140,24,31,1,13,122,191,243,122,2015,2,3340,0,21,32743,409
372,37,9,21398,810,0,6,460,1,0,0,140,7,65,1,13,37,221,221,37,3210,2,3340,0,11,5719,409,372,38,9,13090,810,0,6,460,1,0,0,140,7,65,1,13,38,104,198,38,3210,2,3340,0,11,7624,409
1025,252,5,22120,681,0,9,159,2,1,0,120,6,4,0,1,252,107,197,252,2334,2,3340,0,2,24589,409,1025,253,5,22117,681,0,9,159,2,1,0,120,6,4,0,1,253,154,122,253,2334,2,3340,0,2,24590,409
162,137,12,1036,121,2,16,200,2,1,0,140,6,52,1,1,137,52,41,137,243,2,3340,0,19,37915,417,162,138,12,1036,121,2,16,200,2,1,0,140,6,52,1,1,138,272,32,138,243,2,3340,0,19,37916,409
338,69,7,15038,810,0,6,95,2,1,0,140,23,4,1,1,69,219,82,69,1168,2,3340,0,14,3518,411,338,73,7,15041,810,0,6,95,2,1,0,140,23,4,1,1,73,281,55,73,1168,2,3340,0,14,3520,409
420,46,12,17705,267,1,11,613,2,0,0,140,5,52,1,13,46,280,56,46,1988,2,3340,0,14,5677,409,420,50,12,17706,267,1,11,613,2,0,0,140,5,52,1,13,50,258,110,50,1988,2,3340,0,14,5679,409
85,250,5,2642,63,2,9,445,2,1,0,140,6,59,0,1,250,41,85,250,3038,2,3340,0,2,35145,417,85,251,16,2741,63,2,9,445,2,1,0,140,6,59,0,1,251,213,218,251,3062,2,3340,0,2,35146,409
762,171,12,16517,810,0,6,566,2,0,0,140,6,4,1,1,171,116,115,171,1660,2,2079,0,4,14341,411,762,185,12,16517,810,0,6,566,2,0,0,140,6,4,1,1,185,205,254,185,1660,2,3340,0,12,38879,417
244,28,12,7360,810,0,6,34,2,0,0,140,23,82,1,13,28,190,209,28,3545,2,165,0,14,545,411,244,29,12,7361,810,0,6,34,2,0,0,140,23,82,1,13,29,214,272,29,3545,2,149,0,14,546,409
65,74,12,23352,45,2,6,200,2,0,0,140,24,52,1,13,74,48,106,74,2860,2,3340,0,14,34590,411,65,81,12,23352,45,2,6,200,2,0,0,140,24,52,1,13,81,180,219,81,2860,2,3340,0,14,34591,411
785,115,7,24057,494,0,9,312,2,1,0,140,6,4,1,1,115,18,267,115,2654,2,3340,0,4,16557,411,785,116,7,24058,494,0,9,312,2,1,0,140,6,4,1,1,116,58,20,116,2654,2,3340,0,12,38879,409
138,135,16,9474,810,2,16,521,2,1,0,140,6,13,0,1,135,198,235,135,401,2,3340,0,2,38273,400,138,137,16,9474,810,2,16,521,2,1,0,140,6,13,0,1,137,52,41,137,401,2,3340,0,2,38274,417
551,95,14,17481,810,0,6,309,1,0,0,140,7,4,1,1,95,142,97,95,1825,2,3340,0,18,14883,411,551,97,14,17482,810,0,6,309,1,0,0,140,7,4,1,1,97,38,23,97,1825,2,3340,0,12,38879,409
161,35,16,2214,120,2,16,200,2,1,0,20,6,52,1,1,35,239,7,35,63,2,3340,0,19,37455,409,161,36,16,2214,120,2,16,200,2,1,0,20,6,52,1,1,36,45,220,36,63,2,3340,0,19,37455,411
900,131,14,6234,585,0,6,325,2,1,0,140,6,82,1,1,131,162,131,131,3656,2,3340,0,17,18828,409,900,135,14,6235,585,0,6,325,2,1,0,140,6,82,1,1,135,198,235,135,3656,2,3340,0,17,18828,400
984,36,12,14960,650,0,9,99,2,1,0,140,6,4,0,1,36,45,220,36,1153,2,3340,0,4,21340,411,984,43,7,16346,650,0,9,99,2,1,0,140,6,4,0,1,43,46,225,43,1630,2,3340,0,4,21342,411
334,196,7,11694,810,0,17,34,2,0,0,140,23,82,1,13,196,271,40,196,1039,2,3340,0,20,3146,411,334,209,7,11693,810,0,17,34,2,0,0,140,23,82,1,13,209,112,271,209,1039,2,3340,0,20,3146,411
224,28,12,4601,810,0,16,613,2,0,0,140,2,4,1,13,28,190,209,28,3367,2,80,0,14,266,417,224,31,12,4602,810,0,16,613,2,0,0,140,2,4,1,13,31,116,115,31,3367,2,85,0,14,267,411
770,76,7,19203,478,0,6,490,2,0,0,140,6,27,1,1,76,22,107,76,2137,2,3340,0,4,15491,409,770,81,7,19204,478,0,6,490,2,0,0,140,6,27,1,1,81,180,219,81,2137,2,3340,0,4,38879,411
716,29,12,12139,437,0,6,252,2,0,0,140,7,4,0,1,29,214,272,29,1080,2,3340,0,2,13066,409,716,30,12,12139,437,0,6,252,2,0,0,140,7,4,0,1,30,91,193,30,1080,2,1939,0,2,13067,409
1180,89,5,16376,798,2,16,110,2,1,0,140,6,4,0,1,89,123,282,89,1637,2,3340,0,2,31874,411,1180,96,5,16376,798,2,16,110,2,1,0,140,6,4,0,1,96,16,59,96,1637,2,3340,0,2,31875,411
890,118,5,5471,578,0,6,262,2,0,0,140,24,0,1,13,118,65,72,118,3509,2,3340,0,7,18477,411,890,121,5,5472,578,0,6,262,2,0,0,140,24,0,1,13,121,120,154,121,3510,2,3340,0,7,18478,409
822,171,12,19595,522,0,9,98,2,1,0,140,6,4,1,1,171,116,115,171,2611,2,2193,0,2,15667,411,822,185,12,19595,522,0,9,98,2,1,0,140,6,4,1,1,185,205,254,185,2611,2,3340,0,12,38879,417
1126,24,14,23102,755,0,16,422,1,1,0,129,8,42,1,13,24,158,132,24,2585,2,3340,0,19,34093,409,1126,25,12,6643,755,0,16,422,1,1,0,129,8,42,1,13,25,200,229,25,3751,2,2799,0,14,27959,409
406,0,7,899,262,0,9,72,2,1,0,140,23,4,0,2,0,136,79,0,446,2,3340,0,18,8774,417,406,3,7,901,262,0,9,72,2,1,0,140,23,4,0,2,3,274,47,3,446,2,3340,0,4,11108,409
511,31,12,21669,810,0,8,613,2,0,0,140,23,54,1,13,31,116,115,31,2549,2,1340,0,11,7824,411,511,32,12,21671,810,0,8,613,2,0,0,140,23,54,1,13,32,125,0,32,2549,2,3340,0,11,38879,411
119,140,16,4283,86,2,6,193,2,0,0,140,8,60,1,13,140,241,174,140,216,2,3340,0,19,37836,409,119,141,16,931,86,2,6,193,2,0,0,140,8,60,1,13,141,95,186,141,216,2,3340,0,19,37837,409
91,285,2,5683,69,2,16,410,2,1,0,6,6,0,1,1,285,14,38,285,3244,2,3340,0,2,35957,411,91,325,2,5683,69,2,16,410,2,1,0,6,6,0,1,1,325,264,14,325,3244,2,3340,0,2,35960,411
413,185,14,18043,810,0,6,157,0,0,0,140,23,4,1,1,185,134,25,185,1913,2,3340,0,13,5782,411,413,187,14,18044,810,0,6,157,0,0,0,140,23,4,1,1,187,0,2,187,1913,2,3340,0,13,5783,411
1041,35,12,19303,695,0,6,104,2,0,0,140,6,4,0,1,35,239,7,35,2152,2,3340,0,4,24272,409,1041,36,12,19303,695,0,6,104,2,0,0,140,6,4,0,1,36,45,220,36,2152,2,3340,0,4,24272,411
920,146,14,1518,810,0,6,5,2,0,0,140,6,4,1,1,146,46,225,146,307,2,3340,0,17,19625,411,920,171,12,1799,810,0,6,5,2,0,0,140,6,4,1,1,171,116,115,171,14,2,2392,0,2,18977,411
940,140,12,15393,617,0,9,527,2,1,0,140,24,66,1,13,140,241,174,140,1251,2,3340,0,21,21756,409,940,141,12,13071,617,0,9,527,2,1,0,140,24,66,1,13,141,95,186,141,1251,2,3340,0,21,21757,409
1085,125,5,5276,810,0,9,316,2,1,0,140,24,13,0,13,125,156,135,125,3477,2,3340,0,2,27430,409,1085,126,5,5276,810,0,9,316,2,1,0,140,24,13,0,13,126,49,104,126,3477,2,3340,0,2,27430,417
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,25,16,20309,810,0,6,95,2,1,0,140,23,4,1,1,25,200,229,25,2131,2,1171,0,19,6402,409
633,289,12,915,810,1,11,189,2,0,0,140,23,52,1,13,289,206,26,289,205,2,3340,0,14,11122,417,633,325,12,924,810,1,11,189,2,0,0,140,23,52,1,13,325,264,14,325,205,2,3340,0,14,11130,411
655,30,17,8788,394,0,20,613,2,0,0,140,16,14,1,13,30,91,193,30,386,2,1760,0,18,11521,409,655,32,17,8792,394,0,20,613,2,0,0,140,16,14,1,13,32,125,0,32,386,2,3340,0,18,38879,417
1185,325,5,15786,802,2,9,279,2,1,0,140,6,44,1,1,325,264,14,325,1555,2,3340,0,18,31489,411,1185,372,5,15786,802,2,9,279,2,1,0,140,6,44,1,1,372,27,90,372,1555,2,3340,0,18,31490,411
543,148,14,5977,329,0,9,551,2,1,0,140,23,4,1,1,148,83,248,148,3204,2,3340,0,17,9414,409,543,183,17,2403,329,0,9,551,2,1,0,140,23,4,1,1,183,12,27,183,2997,2,3340,0,4,8860,417
772,28,12,18629,481,0,6,613,2,0,0,140,12,66,1,7,28,214,272,28,1761,2,3340,0,21,14621,417,772,29,12,18630,481,0,6,613,2,0,0,140,12,66,1,7,29,214,272,29,1762,2,3340,0,21,14622,409
744,55,5,18973,455,0,6,288,2,0,0,140,7,4,1,1,55,180,219,55,1809,2,3340,0,2,14797,411,744,63,5,18974,455,0,6,288,2,0,0,140,7,4,1,1,63,152,121,63,1809,2,3340,0,12,38879,409
4,117,5,17512,810,2,16,268,2,1,0,140,6,4,1,1,117,235,180,117,1845,2,3340,0,2,32292,409,4,118,5,17512,810,2,16,268,2,1,0,140,6,4,1,1,118,65,72,118,1845,2,3340,0,2,32293,411
790,28,12,17575,498,0,18,613,2,0,0,140,16,54,1,7,28,214,272,28,1854,2,3340,0,21,14973,417,790,29,12,17576,498,0,18,613,2,0,0,140,16,54,1,7,29,214,272,29,1855,2,3340,0,21,14974,409
381,50,7,3083,810,0,9,596,1,1,0,140,23,10,1,1,50,258,110,50,3109,2,3340,0,4,9105,409,381,51,7,18434,810,0,9,596,1,1,0,140,23,10,1,1,51,5,9,51,1985,2,3340,0,4,6078,411
1010,24,12,21980,669,0,6,613,1,0,0,140,24,65,1,13,24,158,132,24,2306,2,3340,0,9,33745,409,1010,25,16,15846,669,0,6,613,1,0,0,140,24,65,1,13,25,200,229,25,1636,2,2570,0,19,22591,409
1153,68,5,9421,810,2,16,179,2,1,0,140,6,4,1,1,68,219,82,68,684,2,3340,0,2,29524,411,1153,75,5,9421,810,2,16,179,2,1,0,140,6,4,1,1,75,281,55,75,684,2,3340,0,2,29525,409
993,123,18,21203,657,0,6,613,2,0,0,140,24,58,0,13,123,225,171,123,3266,2,3340,0,21,26929,409,993,124,18,5785,657,0,6,613,2,0,0,140,24,58,0,13,124,261,68,124,3266,2,3340,0,21,26927,411
1117,118,2,6178,750,1,1,613,2,0,0,140,24,39,1,13,118,65,72,118,3642,2,3340,0,2,36857,411,1117,121,2,6178,750,1,1,613,2,0,0,140,24,39,1,13,121,120,154,121,3642,2,3340,0,2,36858,409
635,297,15,15436,810,0,9,492,2,1,0,140,6,42,1,1,297,184,226,297,1471,2,3340,0,18,13888,409,635,299,15,15436,810,0,9,492,2,1,0,140,6,42,1,1,299,163,142,299,1471,2,3340,0,12,38879,409
996,146,14,18951,810,0,9,5,2,1,0,140,6,4,1,1,146,46,225,146,1805,2,3340,0,17,23142,411,996,171,12,14352,810,0,9,5,2,1,0,140,6,4,1,1,171,116,115,171,1415,2,2543,0,2,22059,411
1072,185,12,22800,714,0,9,439,2,1,0,140,24,4,0,13,185,205,254,185,2778,2,3340,0,4,25558,417,1072,209,5,5785,714,0,9,439,2,1,0,140,24,4,0,13,209,112,271,209,3266,2,3340,0,4,25559,417
271,196,17,518,810,0,17,613,2,1,0,140,16,4,1,13,196,271,40,196,158,2,3340,0,20,1173,417,271,198,17,105,810,0,17,613,2,1,0,140,16,4,1,13,198,84,181,198,158,2,3340,0,20,1175,120
89,74,5,2642,67,2,6,110,2,0,0,140,6,4,1,1,74,48,106,74,3038,2,3340,0,2,35206,417,89,75,5,2642,67,2,6,110,2,0,0,140,6,4,1,1,75,281,55,75,3038,2,3340,0,2,35207,409
1022,27,12,17336,678,0,9,553,2,1,0,140,6,46,1,1,27,151,120,27,1814,2,3340,0,2,23230,409,1022,28,12,17336,678,0,9,553,2,1,0,140,6,46,1,1,28,214,272,28,1814,2,3340,0,2,23230,417
224,34,12,4603,810,0,16,613,2,0,0,140,2,4,1,13,34,205,254,34,3367,2,3340,0,14,268,417,224,37,12,4604,810,0,16,613,2,0,0,140,2,4,1,13,37,221,221,37,3367,2,3340,0,14,269,409
335,30,14,9266,810,0,15,116,0,0,0,140,21,4,1,1,30,91,193,30,2833,2,1105,0,17,5978,409,335,31,14,18251,810,0,15,116,0,0,0,140,21,4,1,1,31,116,115,31,2833,2,1121,0,17,5979,411
981,76,7,18710,647,0,6,255,2,0,0,82,6,4,1,1,76,22,107,76,1772,2,3340,0,4,23016,409,981,81,7,18710,647,0,6,255,2,0,0,82,6,4,1,1,81,180,219,81,1772,2,3340,0,4,23017,411
480,138,14,21403,304,0,9,405,2,1,0,34,23,4,1,1,138,272,32,138,2518,2,3340,0,2,7609,409,480,139,14,21752,304,0,9,405,2,1,0,34,23,4,1,1,139,95,186,139,2518,2,3340,0,17,7634,409
1149,29,17,8214,774,2,6,130,2,0,0,140,6,4,1,1,29,214,272,29,512,2,3340,0,2,28952,409,1149,30,17,8215,774,2,6,130,2,0,0,140,6,4,1,1,30,91,193,30,512,2,3340,0,2,28953,409
898,309,14,2711,584,0,9,612,2,1,0,140,6,13,0,1,309,170,151,309,3057,2,3340,0,17,26312,409,898,311,14,2711,584,0,9,612,2,1,0,140,6,13,0,1,311,144,288,311,3057,2,3340,0,17,26313,411
905,214,7,980,810,0,6,542,2,0,0,140,6,4,1,1,214,55,22,214,232,2,3340,0,4,19405,409,905,215,7,981,810,0,6,542,2,0,0,140,6,4,1,1,215,235,180,215,232,2,3340,0,4,19405,409
480,139,14,21752,304,0,9,405,2,1,0,34,23,4,1,1,139,95,186,139,2518,2,3340,0,17,7634,409,480,147,14,21404,304,0,9,405,2,1,0,34,23,4,1,1,147,119,158,147,2518,2,3340,0,17,7635,409
211,135,14,6440,810,0,6,34,2,0,0,140,23,82,1,7,135,198,235,135,3690,2,3340,0,19,801,400,211,138,14,6441,810,0,6,34,2,0,0,140,23,82,1,7,138,272,32,138,3690,2,3340,0,19,802,409
497,33,7,23419,318,0,9,161,2,1,0,140,23,85,1,1,33,128,1,33,2870,2,3340,0,4,38879,409,497,34,17,20810,318,0,9,161,2,1,0,140,23,85,1,1,34,205,254,34,2413,2,3340,0,2,7263,417
628,38,12,2074,810,0,6,95,2,0,0,140,23,4,1,1,38,104,198,38,38,2,3340,0,4,10804,409,628,44,12,2075,810,0,6,95,2,0,0,140,23,4,1,1,44,202,230,44,38,2,3340,0,4,38879,229
770,89,7,19208,478,0,6,490,2,0,0,140,6,27,1,1,89,123,282,89,2137,2,3340,0,4,15494,411,770,96,7,19209,478,0,6,490,2,0,0,140,6,27,1,1,96,16,59,96,2137,2,3340,0,4,15495,411
1120,122,16,14140,752,0,6,54,2,1,0,129,6,4,0,1,122,191,243,122,1380,2,3340,0,2,30821,409,1120,123,16,14139,752,0,6,54,2,1,0,129,6,4,0,1,123,225,171,123,1380,2,3340,0,19,30843,409
630,131,14,68,810,0,6,98,2,0,0,140,23,4,1,1,131,162,131,131,86,2,3340,0,12,38879,409,630,136,14,71,810,0,6,98,2,0,0,140,23,4,1,1,136,26,205,136,86,2,3340,0,17,38879,409
993,89,18,5785,657,0,6,613,2,0,0,140,24,58,0,13,89,123,282,89,3266,2,3340,0,21,26919,411,993,96,18,5785,657,0,6,613,2,0,0,140,24,58,0,13,96,16,59,96,3266,2,3340,0,21,26920,411
423,27,12,18717,269,0,6,592,1,0,0,140,8,66,1,8,27,151,120,27,2690,2,3340,0,11,38879,409,423,28,12,18718,269,0,6,592,1,0,0,140,8,66,1,8,28,190,209,28,2690,2,1025,0,11,5403,417
37,252,16,23319,23,2,6,613,2,0,0,140,12,57,0,12,252,107,197,252,2854,2,3340,0,2,34554,409,37,253,16,23318,23,2,6,613,2,0,0,140,12,57,0,12,253,154,122,253,2854,2,3340,0,2,34555,409
548,34,12,2616,333,1,15,613,2,0,0,140,16,88,1,13,34,205,254,34,3033,2,3340,0,14,8986,417,548,37,12,2617,333,1,15,613,2,0,0,140,16,88,1,13,37,221,221,37,3033,2,3340,0,14,8987,409
898,300,14,15846,584,0,9,612,2,1,0,140,6,13,0,1,300,32,43,300,1567,2,3340,0,4,22411,417,898,301,14,15846,584,0,9,612,2,1,0,140,6,13,0,1,301,218,36,301,1567,2,3340,0,4,22412,409
1165,124,14,23102,784,2,6,223,1,0,0,140,6,78,1,1,124,261,68,124,2585,2,3340,0,19,34103,411,1165,130,14,23102,784,2,6,223,1,0,0,140,6,78,1,1,130,159,128,130,2585,2,3340,0,19,34104,409
156,35,22,2150,116,2,11,200,2,1,0,18,6,52,1,1,35,239,7,35,45,2,3340,0,8,37299,409,156,36,22,2150,116,2,11,200,2,1,0,18,6,52,1,1,36,45,220,36,45,2,3340,0,8,37300,411
218,42,16,5852,810,0,9,393,2,1,0,140,23,4,1,13,42,203,231,42,3271,2,3340,0,19,203,409,218,42,16,4542,810,0,9,393,2,1,0,140,23,4,1,13,42,203,231,42,3271,2,3340,0,19,204,409
917,27,16,2225,599,0,9,98,2,1,0,140,6,4,1,1,27,151,120,27,66,2,3340,0,2,19055,409,917,28,16,2226,599,0,9,98,2,1,0,140,6,4,1,1,28,214,272,28,66,2,3340,0,2,19056,417
927,131,14,10100,606,0,9,98,2,1,0,75,6,79,1,1,131,162,131,131,703,2,3340,0,17,20248,409,927,135,14,10101,606,0,9,98,2,1,0,75,6,79,1,1,135,198,235,135,704,2,3340,0,17,20248,400
662,38,16,9759,400,0,6,420,2,0,0,140,23,4,1,1,38,104,198,38,448,2,3340,0,2,11694,409,662,44,16,9760,400,0,6,420,2,0,0,140,23,4,1,1,44,202,230,44,448,2,3340,0,2,38879,188
652,141,12,5423,392,0,8,613,1,0,0,140,24,65,0,13,141,95,186,141,3499,2,3340,0,11,38879,409,652,142,12,5423,392,0,8,613,1,0,0,140,24,65,0,13,142,94,184,142,3499,2,3340,0,11,38879,409
821,189,9,10127,521,0,6,418,1,0,0,140,24,69,0,4,189,239,7,189,707,2,3340,0,11,20273,409,821,190,9,10127,521,0,6,418,1,0,0,140,24,69,0,4,190,186,269,190,707,2,3340,0,11,20273,409
